Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1325320800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325321940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325322960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325323980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325324940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325325960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325326980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325327940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325328960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325329980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325330940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325331960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325332980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325333940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325334960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325335980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325336940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325337960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325338980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325339940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325340960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341440,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341560,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341740,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341800,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341920,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325341980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325342940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325343000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325343060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325343120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
